Region	Month of Period End	Median Sale Price	Median Sale Price MoM 	Median Sale Price YoY 	Homes Sold	Homes Sold MoM 	Homes Sold YoY 	New Listings	New Listings MoM 	New Listings YoY 	Inventory	Inventory MoM 	 Inventory YoY 	Days on Market	Days on Market MoM	Days on Market YoY	Average Sale To List	Average Sale To List MoM 	Average Sale To List YoY 
Boston, MA metro area	Jan-12	$303K	-3.80%	-2.30%	2,120	-31.70%	1.60%	3,741	88.80%	14.80%	18,030	2.10%	-1.70%	133	6	1	95.70%	-0.20%	-0.10%
Boston, MA metro area	Feb-12	$290K	-4.30%	0.20%	2,166	2.20%	31.40%	4,826	29.00%	32.80%	19,689	9.20%	2.90%	143	10	-4	95.70%	0.00%	0.00%
Boston, MA metro area	Mar-12	$305K	5.20%	1.70%	2,892	33.50%	15.90%	7,186	48.90%	-0.20%	22,756	15.60%	1.00%	145	2	-2	96.10%	0.50%	0.30%
Boston, MA metro area	Apr-12	$324K	6.10%	2.00%	3,269	13.00%	18.30%	6,760	-5.90%	-7.50%	25,028	10.00%	-2.90%	108	-37	-17	96.60%	0.40%	0.40%
Boston, MA metro area	May-12	$340K	5.10%	3.00%	4,274	30.70%	28.90%	6,346	-6.10%	-6.20%	25,818	3.20%	-6.80%	93	-15	-4	97.20%	0.60%	0.80%
Boston, MA metro area	Jun-12	$375K	10.30%	3.60%	5,283	23.60%	16.80%	5,456	-14.00%	-9.70%	24,525	-5.00%	-10.30%	93	0	0	97.30%	0.10%	0.70%
Boston, MA metro area	Jul-12	$360K	-4.00%	1.40%	4,751	-10.10%	26.90%	4,339	-20.50%	-3.80%	22,766	-7.20%	-13.10%	95	2	-3	97.20%	-0.10%	0.70%
Boston, MA metro area	Aug-12	$355K	-1.40%	1.40%	5,130	8.00%	25.80%	4,205	-3.10%	-3.40%	20,488	-10.00%	-16.40%	102	7	-4	97.30%	0.00%	0.90%
Boston, MA metro area	Sep-12	$335K	-5.60%	2.00%	3,431	-33.10%	6.60%	5,180	23.20%	-1.70%	20,792	1.50%	-15.00%	105	3	-15	97.10%	-0.10%	0.90%
Boston, MA metro area	Oct-12	$325K	-3.00%	8.30%	3,477	1.30%	26.20%	4,167	-19.60%	1.20%	19,848	-4.50%	-15.60%	105	0	-19	97.20%	0.00%	1.40%
Boston, MA metro area	Nov-12	$336K	3.40%	4.30%	3,818	9.80%	32.50%	2,813	-32.50%	-3.20%	17,172	-13.50%	-18.00%	99	-6	-22	97.20%	0.10%	1.20%
Boston, MA metro area	Dec-12	$343K	1.90%	8.70%	3,600	-5.70%	15.90%	1,687	-40.00%	-14.80%	13,926	-18.90%	-21.10%	102	3	-25	97.20%	0.00%	1.30%
Boston, MA metro area	Jan-13	$325K	-5.10%	7.30%	2,558	-28.90%	20.70%	3,678	118.00%	-1.70%	14,150	1.60%	-21.50%	114	12	-19	96.90%	-0.30%	1.20%
Boston, MA metro area	Feb-13	$317K	-2.50%	9.30%	2,092	-18.20%	-3.40%	4,015	9.20%	-16.80%	15,411	8.90%	-21.70%	127	13	-16	96.90%	0.00%	1.20%
Boston, MA metro area	Mar-13	$325K	2.50%	6.60%	2,844	35.90%	-1.70%	5,616	39.90%	-21.80%	17,440	13.20%	-23.40%	112	-15	-33	97.30%	0.40%	1.20%
Boston, MA metro area	Apr-13	$350K	7.70%	8.20%	3,438	20.90%	5.20%	7,853	39.80%	16.20%	20,983	20.30%	-16.20%	85	-27	-23	98.20%	0.90%	1.60%
Boston, MA metro area	May-13	$365K	4.30%	7.40%	4,632	34.70%	8.40%	7,760	-1.20%	22.30%	23,116	10.20%	-10.50%	78	-7	-15	98.60%	0.40%	1.40%
Boston, MA metro area	Jun-13	$390K	6.80%	4.00%	5,620	21.30%	6.40%	6,155	-20.70%	12.80%	22,723	-1.70%	-7.30%	78	0	-15	99.00%	0.40%	1.70%
Boston, MA metro area	Jul-13	$386K	-1.00%	7.20%	5,875	4.50%	23.70%	5,084	-17.40%	17.20%	20,945	-7.80%	-8.00%	80	2	-15	99.00%	0.00%	1.80%
Boston, MA metro area	Aug-13	$385K	-0.30%	8.50%	5,687	-3.20%	10.90%	4,788	-5.80%	13.90%	19,032	-9.10%	-7.10%	82	2	-20	98.80%	-0.20%	1.60%
Boston, MA metro area	Sep-13	$370K	-3.90%	10.40%	4,160	-26.90%	21.20%	5,858	22.30%	13.10%	19,517	2.50%	-6.10%	85	3	-20	98.50%	-0.30%	1.40%
Boston, MA metro area	Oct-13	$360K	-2.70%	10.80%	3,948	-5.10%	13.50%	4,879	-16.70%	17.10%	18,886	-3.20%	-4.80%	80	-5	-25	98.30%	-0.20%	1.20%
Boston, MA metro area	Nov-13	$362K	0.70%	7.90%	3,628	-8.10%	-5.00%	2,958	-39.40%	5.20%	16,639	-11.90%	-3.10%	81	1	-18	98.10%	-0.20%	0.90%
Boston, MA metro area	Dec-13	$371K	2.40%	8.30%	3,819	5.30%	6.10%	1,845	-37.60%	9.40%	13,212	-20.60%	-5.10%	86	5	-16	97.90%	-0.20%	0.70%
Boston, MA metro area	Jan-14	$366K	-1.50%	12.50%	2,596	-32.00%	1.50%	3,268	77.10%	-11.10%	13,119	-0.70%	-7.30%	101	15	-13	97.80%	-0.10%	0.80%
Boston, MA metro area	Feb-14	$340K	-7.00%	7.30%	2,066	-20.40%	-1.20%	3,961	21.20%	-1.30%	14,358	9.40%	-6.80%	114	13	-13	97.70%	-0.10%	0.80%
Boston, MA metro area	Mar-14	$363K	6.70%	11.60%	2,774	34.30%	-2.50%	5,931	49.70%	5.60%	16,703	16.30%	-4.20%	96	-18	-16	98.40%	0.60%	1.00%
Boston, MA metro area	Apr-14	$367K	1.20%	4.90%	3,321	19.70%	-3.40%	7,440	25.40%	-5.30%	19,857	18.90%	-5.40%	77	-19	-8	98.90%	0.50%	0.70%
Boston, MA metro area	May-14	$385K	4.90%	5.50%	4,450	34.00%	-3.90%	7,735	4.00%	-0.30%	22,102	11.30%	-4.40%	73	-4	-5	99.30%	0.40%	0.70%
Boston, MA metro area	Jun-14	$412K	7.00%	5.60%	5,635	26.60%	0.30%	6,681	-13.60%	8.50%	22,222	0.50%	-2.20%	75	2	-3	99.50%	0.20%	0.50%
Boston, MA metro area	Jul-14	$405K	-1.70%	4.90%	5,612	-0.40%	-4.50%	5,275	-21.00%	3.80%	20,994	-5.50%	0.20%	75	0	-5	99.20%	-0.30%	0.20%
Boston, MA metro area	Aug-14	$400K	-1.30%	3.90%	5,221	-7.00%	-8.20%	4,322	-18.10%	-9.70%	18,979	-9.60%	-0.30%	78	3	-4	98.90%	-0.30%	0.10%
Boston, MA metro area	Sep-14	$377K	-5.70%	1.90%	4,085	-21.80%	-1.80%	5,834	35.00%	-0.40%	19,341	1.90%	-0.90%	83	5	-2	98.40%	-0.60%	-0.10%
Boston, MA metro area	Oct-14	$370K	-1.90%	2.80%	4,012	-1.80%	1.60%	4,920	-15.70%	0.80%	18,742	-3.10%	-0.80%	83	0	3	98.20%	-0.20%	-0.20%
Boston, MA metro area	Nov-14	$381K	3.10%	5.20%	3,415	-14.90%	-5.90%	2,801	-43.10%	-5.30%	16,420	-12.40%	-1.30%	78	-5	-3	98.10%	0.00%	0.00%
Boston, MA metro area	Dec-14	$390K	2.20%	5.10%	3,995	17.00%	4.60%	1,895	-32.30%	2.70%	12,649	-23.00%	-4.30%	86	8	0	98.10%	-0.10%	0.20%
Boston, MA metro area	Jan-15	$385K	-1.30%	5.30%	2,512	-37.10%	-3.20%	2,951	55.70%	-9.70%	12,160	-3.90%	-7.30%	101	15	0	98.00%	0.00%	0.20%
Boston, MA metro area	Feb-15	$368K	-4.50%	8.10%	2,027	-19.30%	-1.90%	2,427	-17.80%	-38.70%	10,225	-15.90%	-28.80%	109	8	-5	97.80%	-0.20%	0.10%
Boston, MA metro area	Mar-15	$374K	1.90%	3.20%	2,604	28.50%	-6.10%	5,549	128.60%	-6.40%	9,292	-9.10%	-44.40%	100	-9	4	98.40%	0.60%	0.10%
Boston, MA metro area	Apr-15	$385K	2.70%	4.80%	3,006	15.40%	-9.50%	8,333	50.20%	12.00%	10,853	16.80%	-45.30%	51	-49	-26	98.90%	0.40%	0.00%
Boston, MA metro area	May-15	$405K	5.30%	5.20%	4,036	34.30%	-9.30%	8,459	1.50%	9.40%	12,334	13.60%	-44.20%	13	-38	-60	99.70%	0.80%	0.40%
Boston, MA metro area	Jun-15	$425K	4.90%	3.20%	6,232	54.40%	10.60%	7,694	-9.00%	15.20%	12,687	2.90%	-42.90%	10	-3	-65	100.10%	0.40%	0.60%
Boston, MA metro area	Jul-15	$425K	0.00%	4.90%	6,412	2.90%	14.30%	5,850	-24.00%	10.90%	12,437	-2.00%	-40.80%	13	3	-62	99.90%	-0.10%	0.70%
Boston, MA metro area	Aug-15	$420K	-1.20%	5.00%	5,803	-9.50%	11.10%	5,108	-12.70%	18.20%	12,105	-2.70%	-36.20%	16	3	-62	99.50%	-0.40%	0.60%
Boston, MA metro area	Sep-15	$395K	-6.00%	4.80%	4,705	-18.90%	15.20%	6,490	27.10%	11.20%	13,076	8.00%	-32.40%	21	5	-62	99.00%	-0.50%	0.60%
Boston, MA metro area	Oct-15	$390K	-1.30%	5.40%	4,308	-8.40%	7.40%	5,277	-18.70%	7.30%	12,259	-6.20%	-34.60%	23	2	-60	98.70%	-0.30%	0.50%
Boston, MA metro area	Nov-15	$400K	2.60%	4.90%	3,695	-14.20%	8.20%	3,299	-37.50%	17.80%	10,334	-15.70%	-37.10%	24	1	-54	98.70%	0.00%	0.60%
Boston, MA metro area	Dec-15	$400K	0.00%	2.60%	4,483	21.30%	12.20%	2,114	-35.90%	11.60%	8,163	-21.00%	-35.50%	28	4	-58	98.40%	-0.30%	0.30%
Boston, MA metro area	Jan-16	$395K	-1.30%	2.60%	3,092	-31.00%	23.10%	3,302	56.20%	11.90%	7,841	-3.90%	-35.50%	36	8	-65	98.10%	-0.30%	0.10%
Boston, MA metro area	Feb-16	$375K	-5.10%	2.00%	2,371	-23.30%	17.00%	4,036	22.20%	66.30%	7,788	-0.70%	-23.80%	47	11	-62	98.10%	0.00%	0.30%
Boston, MA metro area	Mar-16	$390K	4.00%	4.10%	3,202	35.00%	23.00%	7,088	75.60%	27.70%	9,191	18.00%	-1.10%	31	-16	-69	98.90%	0.80%	0.40%
Boston, MA metro area	Apr-16	$415K	6.40%	7.90%	3,672	14.70%	22.20%	7,121	0.50%	-14.50%	9,949	8.20%	-8.30%	16	-15	-35	99.50%	0.60%	0.60%
Boston, MA metro area	May-16	$425K	2.40%	4.90%	4,626	26.00%	14.60%	7,190	1.00%	-15.00%	10,197	2.50%	-17.30%	11	-5	-2	100.10%	0.60%	0.40%
Boston, MA metro area	Jun-16	$449K	5.60%	5.60%	6,467	39.80%	3.80%	7,078	-1.60%	-8.00%	10,686	4.80%	-15.80%	10	-1	0	100.20%	0.20%	0.20%
Boston, MA metro area	Jul-16	$445K	-0.90%	4.70%	5,467	-15.50%	-14.70%	5,199	-26.50%	-11.10%	10,464	-2.10%	-15.90%	11	1	-2	100.20%	-0.10%	0.20%
Boston, MA metro area	Aug-16	$439K	-1.40%	4.50%	5,973	9.30%	2.90%	4,829	-7.10%	-5.50%	9,911	-5.30%	-18.10%	14	3	-2	99.90%	-0.30%	0.40%
Boston, MA metro area	Sep-16	$419K	-4.50%	6.10%	4,701	-21.30%	-0.10%	6,303	30.50%	-2.90%	10,934	10.30%	-16.40%	18	4	-3	99.40%	-0.40%	0.50%
Boston, MA metro area	Oct-16	$415K	-1.00%	6.40%	4,099	-12.80%	-4.90%	4,652	-26.20%	-11.80%	10,075	-7.90%	-17.80%	19	1	-4	99.30%	-0.20%	0.60%
Boston, MA metro area	Nov-16	$427K	2.90%	6.70%	4,378	6.80%	18.50%	3,310	-28.80%	0.30%	8,382	-16.80%	-18.90%	19	0	-5	99.40%	0.10%	0.70%
Boston, MA metro area	Dec-16	$420K	-1.60%	5.00%	4,371	-0.20%	-2.50%	1,869	-43.50%	-11.60%	6,569	-21.60%	-19.50%	24	5	-4	98.90%	-0.40%	0.50%
Boston, MA metro area	Jan-17	$422K	0.50%	6.80%	3,209	-26.60%	3.80%	3,464	85.30%	4.90%	6,399	-2.60%	-18.40%	30	6	-6	98.70%	-0.30%	0.60%
Boston, MA metro area	Feb-17	$400K	-5.20%	6.70%	2,232	-30.40%	-5.90%	3,716	7.30%	-7.90%	6,512	1.80%	-16.40%	36	6	-11	98.90%	0.20%	0.80%
Boston, MA metro area	Mar-17	$431K	7.60%	10.40%	3,457	54.90%	8.00%	6,365	71.30%	-10.20%	7,367	13.10%	-19.80%	21	-15	-10	99.60%	0.70%	0.80%
Boston, MA metro area	Apr-17	$446K	3.60%	7.50%	3,280	-5.10%	-10.70%	6,470	1.60%	-9.10%	8,289	12.50%	-16.70%	12	-9	-4	100.30%	0.70%	0.80%
Boston, MA metro area	May-17	$455K	2.00%	7.10%	4,700	43.30%	1.60%	7,651	18.30%	6.40%	8,998	8.60%	-11.80%	10	-2	-1	100.90%	0.60%	0.90%
Boston, MA metro area	Jun-17	$475K	4.40%	5.80%	6,499	38.30%	0.50%	6,851	-10.50%	-3.20%	9,120	1.40%	-14.70%	9	-1	-1	101.20%	0.20%	0.90%
Boston, MA metro area	Jul-17	$475K	0.00%	6.70%	5,485	-15.60%	0.30%	5,127	-25.20%	-1.40%	8,980	-1.50%	-14.20%	10	1	-1	101.00%	-0.10%	0.90%
Boston, MA metro area	Aug-17	$465K	-2.10%	6.00%	5,880	7.20%	-1.60%	4,942	-3.60%	2.30%	8,571	-4.60%	-13.50%	13	3	-1	100.40%	-0.60%	0.60%
Boston, MA metro area	Sep-17	$449K	-3.40%	7.20%	4,472	-23.90%	-4.90%	6,285	27.20%	-0.30%	9,538	11.30%	-12.80%	15	2	-3	100.00%	-0.40%	0.60%
Boston, MA metro area	Oct-17	$446K	-0.80%	7.30%	4,380	-2.10%	6.90%	4,822	-23.30%	3.70%	8,803	-7.70%	-12.60%	14	-1	-5	100.00%	-0.10%	0.70%
Boston, MA metro area	Nov-17	$455K	2.10%	6.60%	4,554	4.00%	4.00%	3,616	-25.00%	9.20%	7,564	-14.10%	-9.80%	15	1	-4	99.80%	-0.20%	0.40%
Boston, MA metro area	Dec-17	$455K	0.00%	8.30%	3,996	-12.30%	-8.60%	1,732	-52.10%	-7.30%	5,586	-26.20%	-15.00%	21	6	-3	99.40%	-0.30%	0.50%
Boston, MA metro area	Jan-18	$455K	0.00%	7.80%	3,057	-23.50%	-4.70%	3,009	73.70%	-13.10%	5,293	-5.20%	-17.30%	26	5	-4	99.10%	-0.30%	0.50%
Boston, MA metro area	Feb-18	$440K	-3.30%	10.00%	2,169	-29.00%	-2.80%	4,186	39.10%	12.60%	5,733	8.30%	-12.00%	29	3	-7	99.30%	0.20%	0.50%
Boston, MA metro area	Mar-18	$465K	5.70%	8.00%	3,199	47.50%	-7.50%	5,304	26.70%	-16.70%	5,936	3.50%	-19.40%	17	-12	-4	100.10%	0.70%	0.40%
Boston, MA metro area	Apr-18	$484K	4.10%	8.50%	3,631	13.50%	10.70%	7,384	39.20%	14.10%	7,646	28.80%	-7.80%	10	-7	-2	101.00%	0.90%	0.70%
Boston, MA metro area	May-18	$495K	2.30%	8.80%	4,652	28.10%	-1.00%	8,393	13.70%	9.70%	9,142	19.60%	1.60%	9	-1	-1	101.30%	0.30%	0.40%
Boston, MA metro area	Jun-18	$513K	3.70%	8.00%	6,343	36.30%	-2.40%	6,913	-17.60%	0.90%	9,413	3.00%	3.20%	9	0	0	101.30%	-0.10%	0.10%
Boston, MA metro area	Jul-18	$515K	0.40%	8.40%	5,843	-7.90%	6.50%	5,284	-23.60%	3.10%	9,089	-3.40%	1.20%	9	0	-1	101.10%	-0.10%	0.10%
Boston, MA metro area	Aug-18	$500K	-2.90%	7.50%	6,101	4.40%	3.80%	5,046	-4.50%	2.10%	9,001	-1.00%	5.00%	13	4	0	100.30%	-0.90%	-0.20%
Boston, MA metro area	Sep-18	$470K	-6.00%	4.60%	4,020	-34.10%	-10.10%	6,536	29.50%	4.00%	10,640	18.20%	11.60%	17	4	2	99.80%	-0.50%	-0.30%
Boston, MA metro area	Oct-18	$470K	0.00%	5.50%	4,325	7.60%	-1.30%	5,612	-14.10%	16.40%	10,630	-0.10%	20.80%	16	-1	2	99.70%	-0.10%	-0.30%
Boston, MA metro area	Nov-18	$475K	1.10%	4.40%	4,527	4.70%	-0.60%	3,496	-37.70%	-3.30%	9,127	-14.10%	20.70%	17	1	2	99.40%	-0.30%	-0.40%
Boston, MA metro area	Dec-18	$458K	-3.60%	0.60%	3,764	-16.90%	-5.80%	1,688	-51.70%	-2.50%	7,021	-23.10%	25.70%	24	7	3	98.90%	-0.50%	-0.60%
Boston, MA metro area	Jan-19	$473K	3.30%	3.90%	2,776	-26.20%	-9.20%	3,819	126.20%	26.90%	7,020	0.00%	32.60%	34	10	8	98.60%	-0.30%	-0.60%
Boston, MA metro area	Feb-19	$455K	-3.80%	3.40%	2,486	-10.40%	14.60%	3,981	4.20%	-4.90%	7,191	2.40%	25.40%	39	5	10	98.40%	-0.10%	-0.90%
Boston, MA metro area	Mar-19	$475K	4.40%	2.20%	3,316	33.40%	3.70%	6,000	50.70%	13.10%	7,856	9.20%	32.30%	23	-16	6	99.30%	0.90%	-0.70%
Boston, MA metro area	Apr-19	$485K	2.10%	0.20%	3,803	14.70%	4.70%	7,143	19.10%	-3.30%	8,898	13.30%	16.40%	15	-8	5	99.80%	0.40%	-1.20%
Boston, MA metro area	May-19	$520K	7.20%	5.10%	5,018	31.90%	7.90%	8,373	17.20%	-0.20%	10,492	17.90%	14.80%	11	-4	2	100.30%	0.50%	-1.10%
Boston, MA metro area	Jun-19	$529K	1.70%	3.10%	5,747	14.50%	-9.40%	6,625	-20.90%	-4.20%	12,202	16.30%	29.60%	10	-1	1	100.30%	0.10%	-0.90%
Boston, MA metro area	Jul-19	$530K	0.20%	2.90%	5,763	0.30%	-1.40%	5,006	-24.40%	-5.30%	11,248	-7.80%	23.80%	15	5	6	100.20%	-0.10%	-0.90%
Boston, MA metro area	Aug-19	$515K	-2.80%	3.00%	5,759	-0.10%	-5.60%	4,469	-10.70%	-11.40%	10,322	-8.20%	14.70%	24	9	11	99.80%	-0.40%	-0.50%
Boston, MA metro area	Sep-19	$490K	-4.90%	4.30%	4,200	-27.10%	4.50%	6,551	46.60%	0.20%	11,836	14.70%	11.20%	27	3	10	99.50%	-0.30%	-0.30%
Boston, MA metro area	Oct-19	$485K	-1.00%	3.20%	4,325	3.00%	0.00%	5,348	-18.40%	-4.70%	11,163	-5.70%	5.00%	27	0	11	99.40%	-0.10%	-0.30%
Boston, MA metro area	Nov-19	$492K	1.30%	3.50%	4,117	-4.80%	-9.10%	2,911	-45.60%	-16.70%	8,748	-21.60%	-4.20%	27	0	10	99.40%	0.00%	0.00%
Boston, MA metro area	Dec-19	$500K	1.70%	9.20%	4,437	7.80%	17.90%	1,603	-44.90%	-5.00%	6,160	-29.60%	-12.30%	34	7	10	99.00%	-0.40%	0.10%
Boston, MA metro area	Jan-20	$505K	1.00%	6.80%	3,057	-31.10%	10.10%	3,333	107.90%	-12.70%	6,349	3.10%	-9.60%	42	8	8	98.60%	-0.40%	0.10%
Boston, MA metro area	Feb-20	$496K	-1.80%	9.00%	2,426	-20.60%	-2.40%	4,514	35.40%	13.40%	7,133	12.30%	-0.80%	49	7	10	98.90%	0.30%	0.50%
Boston, MA metro area	Mar-20	$522K	5.30%	10.00%	3,244	33.70%	-2.20%	5,250	16.30%	-12.50%	7,387	3.60%	-6.00%	25	-24	2	100.00%	1.10%	0.70%
Boston, MA metro area	Apr-20	$538K	2.90%	10.80%	3,202	-1.30%	-15.80%	3,293	-37.30%	-53.90%	7,551	2.20%	-15.10%	21	-4	6	100.50%	0.40%	0.70%
Boston, MA metro area	May-20	$530K	-1.40%	1.90%	3,095	-3.30%	-38.30%	5,577	69.40%	-33.40%	8,610	14.00%	-17.90%	21	0	10	99.80%	-0.70%	-0.50%
Boston, MA metro area	Jun-20	$540K	1.90%	2.10%	4,125	33.30%	-28.20%	6,871	23.20%	3.70%	9,009	4.60%	-26.20%	22	1	12	99.90%	0.10%	-0.40%
Boston, MA metro area	Jul-20	$555K	2.80%	4.70%	5,507	33.50%	-4.40%	6,424	-6.50%	28.30%	8,980	-0.30%	-20.20%	20	-2	5	100.60%	0.70%	0.40%
Boston, MA metro area	Aug-20	$569K	2.50%	10.50%	5,571	1.20%	-3.30%	5,780	-10.00%	29.30%	8,471	-5.70%	-17.90%	21	1	-3	100.90%	0.30%	1.10%
Boston, MA metro area	Sep-20	$560K	-1.60%	14.30%	5,232	-6.10%	24.60%	6,888	19.20%	5.10%	9,456	11.60%	-20.10%	20	-1	-7	101.10%	0.20%	1.60%
Boston, MA metro area	Oct-20	$550K	-1.80%	13.40%	5,264	0.60%	21.70%	6,229	-9.60%	16.50%	9,329	-1.30%	-16.40%	20	0	-7	101.20%	0.20%	1.80%
Boston, MA metro area	Nov-20	$550K	0.00%	11.90%	4,666	-11.40%	13.30%	3,634	-41.70%	24.80%	7,401	-20.70%	-15.40%	21	1	-6	101.40%	0.20%	2.00%
Boston, MA metro area	Dec-20	$550K	0.00%	10.00%	5,293	13.40%	19.30%	2,258	-37.90%	40.90%	5,068	-31.50%	-17.70%	22	1	-12	100.80%	-0.60%	1.80%
Boston, MA metro area	Jan-21	$557K	1.30%	10.30%	3,397	-35.80%	11.10%	3,354	48.50%	0.60%	5,204	2.70%	-18.00%	24	2	-18	100.50%	-0.30%	1.80%
Boston, MA metro area	Feb-21	$550K	-1.30%	10.90%	2,583	-24.00%	6.50%	3,839	14.50%	-15.00%	5,118	-1.70%	-28.20%	27	3	-22	100.40%	0.00%	1.50%
Boston, MA metro area	Mar-21	$577K	4.90%	10.50%	3,661	41.70%	12.90%	6,200	61.50%	18.10%	5,664	10.70%	-23.30%	20	-7	-5	102.10%	1.70%	2.10%
Boston, MA metro area	Apr-21	$601K	4.20%	11.80%	4,296	17.30%	34.20%	6,960	12.30%	111.40%	6,537	15.40%	-13.40%	19	-1	-2	103.20%	1.00%	2.70%
Boston, MA metro area	May-21	$620K	3.20%	17.00%	4,886	13.70%	57.90%	6,124	-12.00%	9.80%	6,182	-5.40%	-28.20%	18	-1	-3	104.20%	1.00%	4.40%
Boston, MA metro area	Jun-21	$650K	4.80%	20.40%	6,426	31.50%	55.80%	7,516	22.70%	9.40%	7,052	14.10%	-21.70%	17	-1	-5	105.10%	0.90%	5.20%
Boston, MA metro area	Jul-21	$635K	-2.30%	14.40%	5,893	-8.30%	7.00%	5,608	-25.40%	-12.70%	7,148	1.40%	-20.40%	18	1	-2	104.50%	-0.60%	3.90%
Boston, MA metro area	Aug-21	$625K	-1.60%	9.80%	5,687	-3.50%	2.10%	4,986	-11.10%	-13.70%	6,580	-7.90%	-22.30%	19	1	-2	103.60%	-0.90%	2.70%
Boston, MA metro area	Sep-21	$605K	-3.20%	8.00%	5,128	-9.80%	-2.00%	6,593	32.20%	-4.30%	7,927	20.50%	-16.20%	20	1	0	102.80%	-0.70%	1.80%
Boston, MA metro area	Oct-21	$600K	-0.80%	9.10%	4,450	-13.20%	-15.50%	4,779	-27.50%	-23.30%	6,896	-13.00%	-26.10%	20	0	0	102.30%	-0.50%	1.10%
Boston, MA metro area	Nov-21	$610K	1.70%	10.90%	4,770	7.20%	2.20%	3,442	-28.00%	-5.30%	5,123	-25.70%	-30.80%	20	0	-1	102.20%	-0.10%	0.80%
Boston, MA metro area	Dec-21	$620K	1.60%	12.70%	4,900	2.70%	-7.40%	1,871	-45.60%	-17.10%	3,220	-37.10%	-36.50%	21	1	-1	102.00%	-0.20%	1.20%
Boston, MA metro area	Jan-22	$595K	-4.00%	6.80%	3,070	-37.30%	-9.60%	2,767	47.90%	-17.50%	3,351	4.10%	-35.60%	22	1	-2	101.60%	-0.40%	1.10%
Boston, MA metro area	Feb-22	$595K	0.00%	8.20%	2,215	-27.90%	-14.20%	3,485	25.90%	-9.20%	3,578	6.80%	-30.10%	22	0	-5	102.40%	0.90%	2.00%
Boston, MA metro area	Mar-22	$637K	7.10%	10.40%	3,225	45.60%	-11.90%	5,944	70.60%	-4.10%	4,867	36.00%	-14.10%	19	-3	-1	104.30%	1.90%	2.20%
Boston, MA metro area	Apr-22	$675K	6.00%	12.30%	3,610	11.90%	-16.00%	5,930	-0.20%	-14.80%	5,619	15.50%	-14.00%	17	-2	-2	105.60%	1.30%	2.40%
Boston, MA metro area	May-22	$690K	2.20%	11.30%	4,524	25.30%	-7.40%	6,342	6.90%	3.60%	6,018	7.10%	-2.70%	16	-1	-2	106.30%	0.70%	2.10%
Boston, MA metro area	Jun-22	$705K	2.20%	8.50%	5,716	26.30%	-11.00%	6,803	7.30%	-9.50%	7,226	20.10%	2.50%	16	0	-1	105.90%	-0.40%	0.80%
Boston, MA metro area	Jul-22	$688K	-2.50%	8.30%	4,668	-18.30%	-20.80%	4,794	-29.50%	-14.50%	7,280	0.70%	1.80%	18	2	0	104.10%	-1.80%	-0.30%
Boston, MA metro area	Aug-22	$675K	-1.80%	8.00%	4,917	5.30%	-13.50%	3,963	-17.30%	-20.50%	6,370	-12.50%	-3.20%	20	2	1	102.20%	-2.00%	-1.40%
Boston, MA metro area	Sep-22	$649K	-3.90%	7.30%	4,019	-18.30%	-21.60%	5,151	30.00%	-21.90%	7,297	14.60%	-7.90%	21	1	1	101.30%	-0.80%	-1.50%
Boston, MA metro area	Oct-22	$630K	-2.90%	5.00%	3,437	-14.50%	-22.80%	3,892	-24.40%	-18.60%	6,917	-5.20%	0.30%	21	0	1	100.70%	-0.60%	-1.60%
Boston, MA metro area	Nov-22	$640K	1.60%	4.90%	3,310	-3.70%	-30.60%	2,802	-28.00%	-18.60%	5,781	-16.40%	12.80%	22	1	2	100.40%	-0.30%	-1.80%
Boston, MA metro area	Dec-22	$605K	-5.50%	-2.40%	3,286	-0.70%	-32.90%	1,285	-54.10%	-31.30%	4,039	-30.10%	25.40%	25	3	4	99.60%	-0.80%	-2.40%
Boston, MA metro area	Jan-23	$612K	1.20%	2.90%	2,165	-34.10%	-29.50%	2,453	90.90%	-11.30%	4,101	1.50%	22.40%	32	7	10	99.20%	-0.40%	-2.40%
Boston, MA metro area	Feb-23	$596K	-2.60%	0.20%	1,824	-15.80%	-17.70%	2,642	7.70%	-24.20%	3,954	-3.60%	10.50%	31	-1	9	99.60%	0.50%	-2.80%
Boston, MA metro area	Mar-23	$650K	9.10%	2.00%	2,663	46.00%	-17.40%	4,429	67.60%	-25.50%	4,933	24.80%	1.40%	22	-9	3	100.70%	1.10%	-3.60%
Boston, MA metro area	Apr-23	$668K	2.80%	-1.10%	2,578	-3.20%	-28.60%	4,092	-7.60%	-31.00%	5,171	4.80%	-8.00%	19	-3	2	102.20%	1.50%	-3.40%
Boston, MA metro area	May-23	$700K	4.80%	1.40%	3,452	33.90%	-23.70%	5,176	26.50%	-18.40%	5,541	7.20%	-7.90%	18	-1	2	102.90%	0.80%	-3.40%
Boston, MA metro area	Jun-23	$730K	4.30%	3.50%	4,487	30.00%	-21.50%	4,383	-15.30%	-35.60%	5,340	-3.60%	-26.10%	18	0	2	103.70%	0.80%	-2.20%
Boston, MA metro area	Jul-23	$735K	0.70%	6.90%	3,700	-17.50%	-20.70%	3,553	-18.90%	-25.90%	5,198	-2.70%	-28.60%	19	1	1	103.10%	-0.60%	-1.10%
Boston, MA metro area	Aug-23	$712K	-3.10%	5.50%	3,780	2.20%	-23.10%	3,441	-3.20%	-13.20%	4,919	-5.40%	-22.80%	19	0	-1	102.70%	-0.30%	0.60%
